selectivity,complexity,query,method,safe_by_rule,rule_reason,equivalent_to_reference,policy_violation_count,symmetric_difference_count,reference_error,error
0.25,3,q1_customer_orders,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q1_customer_orders,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q2_revenue_by_product,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,16,24,,
0.25,3,q3_support_tickets,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q3_support_tickets,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q4_revenue_by_region,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,12,,
0.25,3,q5_high_value_segments,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q5_high_value_segments,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,5,10,,
0.25,3,q6_lineitem_product_count,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q6_lineitem_product_count,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,16,,
0.25,3,q7_customer_summary,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q7_customer_summary,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,204,217,,
0.25,3,q8_sensitive_product_scan,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q8_sensitive_product_scan,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,42,58,,
0.25,3,q9_ticket_topic_segments,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q9_ticket_topic_segments,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,25,50,,
0.25,3,q10_acl_customer_rows,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q10_acl_customer_rows,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q11_order_ticket_bridge,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,40,52,,
0.25,3,q12_product_segment_revenue,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q12_product_segment_revenue,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,27,53,,
0.25,3,q13_order_lineitem_rows,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q13_order_lineitem_rows,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q14_support_owner_rows,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q15_clearance_product_rows,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,76,76,,
0.25,3,q16_region_product_mix,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,3,q16_region_product_mix,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,72,106,,
0.25,5,q1_customer_orders,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q1_customer_orders,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q2_revenue_by_product,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,16,22,,
0.25,5,q3_support_tickets,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q3_support_tickets,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q4_revenue_by_region,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,12,,
0.25,5,q5_high_value_segments,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q5_high_value_segments,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,5,10,,
0.25,5,q6_lineitem_product_count,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q6_lineitem_product_count,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,16,,
0.25,5,q7_customer_summary,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q7_customer_summary,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,204,217,,
0.25,5,q8_sensitive_product_scan,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q8_sensitive_product_scan,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,42,58,,
0.25,5,q9_ticket_topic_segments,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q9_ticket_topic_segments,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,25,50,,
0.25,5,q10_acl_customer_rows,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q10_acl_customer_rows,unsafe_late_aggregate,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q11_order_ticket_bridge,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,40,52,,
0.25,5,q12_product_segment_revenue,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.25,5,q12_product_segment_revenue,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
